x,y,u,v,p,T
0.265038,0.737398,0.0609665,-0.0696307,0.734805,0.297442
-0.129122,-0.652897,0.134125,-0.0837405,-0.461867,0.82475
-0.281998,-0.567922,0.116295,-0.116515,-0.537579,0.794601
-0.426741,0.267874,-0.1852,-0.404283,-1.04517,0.692856
-0.439874,0.217394,-0.155134,-0.418716,-1.06483,0.723615
-0.45687,0.278513,-0.159316,-0.341036,-0.978564,0.61515
-0.0554079,0.826701,0.35252,-0.00240473,0.0663584,0.254873
-0.234198,-0.528434,0.213813,-0.1825,-0.57576,0.863417
-0.743138,-0.456895,-0.276245,0.441643,-0.468042,0.376231
0.148742,-0.670716,0.241964,-0.026601,-0.320563,0.90058
0.23816,-0.700538,0.128809,-0.0112475,-0.234665,0.849017
-0.486766,0.608101,0.230712,0.166309,-0.737978,0.387129
-0.692389,-0.272688,-0.0730461,0.133923,-0.68769,0.582182
0.218028,0.842377,0.414285,-0.123972,0.666646,0.179911
-0.00573522,-0.727087,0.0511063,-0.0412184,-0.382426,0.795346
-0.727274,-0.230933,-0.07741,0.190045,-0.698838,0.55328
0.106845,-0.739349,0.0415944,-0.0335559,-0.317743,0.79725
-0.257979,-0.547953,0.16418,-0.14904,-0.550609,0.826726
-0.306102,-0.588057,0.0682216,-0.0835103,-0.531254,0.765218
0.54062,0.580081,-0.0474728,-0.00468895,1.29294,0.502432
0.476733,0.630044,-0.0223936,-0.0301142,1.17822,0.433113
-0.612411,0.219531,-0.0231104,-0.0341936,-0.911938,0.532574
-0.502652,0.382131,-0.0569617,-0.11088,-0.902455,0.490509
0.347405,-0.683155,0.093862,-0.00223847,-0.146653,0.829796
-0.276609,-0.598871,0.0833193,-0.0886027,-0.521625,0.777826
-0.247113,-0.609678,0.0971047,-0.0914852,-0.511671,0.789585
-0.53413,-0.388619,0.00302274,-0.0606016,-0.631249,0.684277
0.784973,-0.350815,-0.0674908,-0.172725,0.455023,0.635284
0.423698,-0.646697,0.111409,0.0182926,-0.0731136,0.838283
0.627875,-0.554314,-0.0649898,-0.0997981,0.150325,0.692821
0.0438774,0.732396,-0.0209431,-0.0658307,0.216509,0.336507
0.820068,0.247246,0.0489784,-0.161209,1.3454,0.524532
0.814221,0.278066,0.0679628,-0.194572,1.37205,0.480779
0.775539,0.349629,0.0645953,-0.14941,1.41905,0.48158
0.733644,0.423039,0.0790111,-0.147098,1.43717,0.437918
-0.467768,0.340376,-0.132605,-0.243745,-0.923074,0.5386
0.377093,0.698126,0.0456097,-0.0680094,0.973652,0.325641
0.671139,0.475045,0.0121804,-0.0471159,1.42669,0.510144
0.66428,0.505941,0.0730206,-0.114943,1.40795,0.413404
-0.486466,0.289293,-0.126344,-0.265931,-0.940063,0.562625
0.351094,-0.71303,-0.0173553,-0.0413861,-0.145576,0.761015
-0.0766176,0.631116,-0.297645,-0.155464,-0.172919,0.529987
-0.147841,-0.703985,0.0194556,-0.0404576,-0.451032,0.763973
0.578493,-0.593437,-0.0509896,-0.0783095,0.0856116,0.713365
-0.516263,0.618908,0.287805,0.226364,-0.711298,0.365561
0.125455,-0.688634,0.188132,-0.0326439,-0.322812,0.874293
0.476808,-0.644126,0.0193674,-0.0246897,-0.0254973,0.776937
-0.499245,-0.430374,0.0137706,-0.0685807,-0.612641,0.698773
0.15091,0.751251,0.0491243,-0.0641506,0.473915,0.301053
0.243548,-0.731486,0.0233717,-0.0297438,-0.226887,0.789369
-0.0539561,-0.623935,0.255103,-0.110005,-0.469133,0.894501
-0.593693,0.27062,-0.0199964,-0.0344871,-0.921799,0.518024
0.286372,-0.660256,0.23123,0.0213423,-0.211046,0.901131
-0.443729,-0.277094,0.106872,-0.274786,-0.724766,0.791776
-0.698063,0.077072,-0.0103936,0.0903873,-0.852657,0.550928
-0.668567,0.0662649,-0.0213044,0.0180267,-0.850961,0.565724
-0.663178,0.0353173,-0.0251629,-0.0019981,-0.835617,0.575882
-0.639071,0.0554568,-0.0297387,-0.0538845,-0.845315,0.578874
-0.633682,0.0245103,-0.029997,-0.072132,-0.829886,0.589786
-0.657789,0.00436893,-0.0270323,-0.0188284,-0.820429,0.585775
-0.344678,0.58501,-0.0131067,-0.0645622,-0.665111,0.412698
-0.31517,0.574191,-0.0841541,-0.117739,-0.638528,0.426601
-0.291073,0.59434,-0.0786992,-0.110767,-0.588169,0.417206
0.0291359,-0.768825,-0.0556192,-0.029493,-0.357851,0.737418
-0.362252,-0.741325,-0.284332,0.129089,-0.471106,0.546469
-0.338145,-0.721191,-0.201756,0.0800057,-0.494123,0.607671
0.56428,0.599839,0.0786989,-0.100861,1.29354,0.357911
-0.0849472,0.837549,0.403104,0.0188146,0.0373958,0.247182
-0.109019,0.81739,0.351714,0.0209157,-0.0428106,0.267471
-0.138543,0.828217,0.405513,0.0462329,-0.0647105,0.257871
-0.16262,0.80805,0.360094,0.0477068,-0.14307,0.277198
-0.192109,0.818855,0.41624,0.0774422,-0.154732,0.264916
-0.216191,0.798702,0.376342,0.0792566,-0.230056,0.283431
-0.24569,0.809504,0.434276,0.113724,-0.229066,0.267689
-0.269798,0.789364,0.399343,0.116695,-0.301442,0.285357
-0.299293,0.800174,0.458425,0.156034,-0.285253,0.26511
-0.3234,0.780035,0.427736,0.160785,-0.353485,0.281812
-0.318012,0.749086,0.340082,0.122146,-0.430306,0.31603
-0.342119,0.728946,0.315563,0.125252,-0.487075,0.329367
0.628524,0.547219,0.0861109,-0.119409,1.36933,0.377483
-0.333503,-0.434686,0.178095,-0.227654,-0.640818,0.840883
-0.304045,-0.445616,0.206345,-0.23943,-0.647347,0.866517
-0.163586,-0.611031,0.175164,-0.115773,-0.497769,0.842472
-0.0392241,0.733849,0.0265374,-0.06019,0.0190477,0.328428
-0.298245,-0.475321,0.190324,-0.207677,-0.612948,0.847381
-0.424086,-0.54483,-0.00216861,-0.0373911,-0.567523,0.708094
-0.429475,-0.513882,0.0221435,-0.0637767,-0.576724,0.718917
-0.458971,-0.503075,0.00175979,-0.0443556,-0.585763,0.702617
-0.46436,-0.472127,0.0206375,-0.069251,-0.59446,0.710512
-0.823989,0.00731408,-0.00497685,0.400509,-0.717411,0.433094
-0.794492,-0.00349333,-0.0131095,0.314224,-0.760952,0.480681
-0.789103,-0.0344407,-0.0254589,0.297524,-0.755252,0.49104
-0.0888511,-0.725599,0.0115352,-0.0365199,-0.422373,0.766429
-0.417,0.524588,-0.0115608,-0.0575275,-0.783209,0.436523
-0.411613,0.493642,-0.0687701,-0.115796,-0.801528,0.454378
-0.392892,0.544729,-0.0150036,-0.0628066,-0.748601,0.429132
-0.363399,0.533923,-0.082762,-0.123353,-0.728062,0.442143
-0.150385,-0.847916,-0.414698,0.0679081,-0.348847,0.486496
-0.179882,-0.837114,-0.396029,0.0789624,-0.368846,0.49672
-0.185273,-0.806165,-0.289223,0.056269,-0.415318,0.571642
-0.465214,0.484307,0.00127042,-0.0374056,-0.842452,0.450112
-0.303259,-0.762939,-0.273168,0.0979869,-0.45928,0.565635
-0.443939,0.679331,0.320761,0.192502,-0.613746,0.343663
-0.414443,0.668523,0.260978,0.13946,-0.632486,0.362633
-0.390336,0.688664,0.276192,0.133632,-0.588174,0.352565
-0.834767,0.0692108,0.0300759,0.446001,-0.706802,0.402496
-0.80527,0.0584039,0.0159855,0.356164,-0.764142,0.45442
-0.359704,-0.597391,0.00263043,-0.0385784,-0.540714,0.72291
-0.526541,0.0434522,-0.0422833,-0.311962,-0.890922,0.668646
-0.687285,0.0151761,-0.0227426,0.0503769,-0.825016,0.570943
-0.6524,-0.0265793,-0.0272905,-0.0323704,-0.803715,0.595354
-0.391926,0.368846,-0.224892,-0.349923,-0.954942,0.617988
-0.272355,0.645432,0.0179252,-0.0501157,-0.512685,0.383417
-0.242854,0.634615,-0.0537141,-0.0909557,-0.475213,0.395459
-0.218753,0.654761,-0.0336041,-0.0791734,-0.414419,0.383217
-0.224141,0.685712,0.060761,-0.0340599,-0.397902,0.36092
-0.200033,0.705853,0.0892868,-0.0257296,-0.338272,0.348669
-0.170539,0.695046,0.0223687,-0.0553186,-0.291059,0.356359
-0.296463,0.625291,0.00336416,-0.0567266,-0.567465,0.393778
0.112235,-0.770297,-0.056582,-0.0356857,-0.311436,0.739862
-0.556255,0.372797,0.00394699,-0.00833926,-0.915873,0.485942
-0.421224,-0.719739,-0.305807,0.170362,-0.473755,0.516989
-0.397138,-0.69957,-0.223197,0.113603,-0.504882,0.581507
-0.571854,-0.171984,0.00740065,-0.158332,-0.729303,0.666497
-0.548017,-0.151687,0.0175901,-0.212302,-0.748668,0.683981
-0.810659,0.0893521,0.0332613,0.381327,-0.760369,0.438212
-0.745992,-0.282024,-0.114514,0.269988,-0.655971,0.511465
-0.569867,0.609575,0.336782,0.305895,-0.680966,0.337894
-0.540371,0.598767,0.280759,0.241268,-0.733246,0.370221
-0.564479,0.578626,0.27529,0.258201,-0.751155,0.373374
-0.534983,0.567819,0.220719,0.193765,-0.786162,0.398357
-0.55909,0.547678,0.217955,0.210711,-0.803737,0.402123
-0.593975,0.589434,0.330255,0.325174,-0.692519,0.338796
-0.371616,0.739753,0.376041,0.171121,-0.47324,0.310625
-0.395724,0.719612,0.354806,0.177217,-0.524678,0.322925
0.00114316,0.661547,-0.268273,-0.110141,0.0587064,0.504532
-0.532148,0.392938,-0.0085584,-0.0342336,-0.907079,0.48075
-0.636518,0.19939,-0.0116638,0.00790962,-0.905186,0.534331
0.219441,-0.751627,-0.0310379,-0.03961,-0.244702,0.75632
-0.579794,-0.284968,-0.00205742,-0.0738488,-0.674978,0.665625
-0.550298,-0.295774,0.0177047,-0.113272,-0.668269,0.684399
-0.563627,-0.377811,-0.0178798,-0.0267347,-0.639685,0.666072
-0.403871,-0.349573,0.136477,-0.252153,-0.685091,0.810895
-0.426927,-0.369947,0.108047,-0.20738,-0.650187,0.774483
0.21396,-0.720795,0.0755551,-0.0228327,-0.248092,0.819486
-0.513336,0.125181,-0.0796798,-0.326362,-0.937489,0.648298
-0.577305,-0.141012,0.00125798,-0.163554,-0.74626,0.658958
-0.62517,-0.50013,-0.180168,0.207877,-0.582738,0.540408
-0.595674,-0.510937,-0.156835,0.163023,-0.589075,0.570449
-0.630559,-0.469182,-0.15086,0.18145,-0.602635,0.560183
-0.735785,0.293708,0.117244,0.310171,-0.851852,0.443382
-0.730396,0.26276,0.0894524,0.272106,-0.868367,0.465272
-0.711677,0.313849,0.112923,0.270375,-0.873972,0.455085
0.136342,-0.750155,0.00560818,-0.0336979,-0.298621,0.777685
-0.525904,-0.594446,-0.186481,0.149026,-0.555303,0.573329
-0.767833,0.160583,0.0515289,0.297329,-0.831505,0.472015
-0.322283,-0.495255,0.146739,-0.168578,-0.583941,0.809643
-0.092826,0.72452,0.0364051,-0.0554566,-0.109304,0.335397
0.156225,0.720378,-0.0713753,-0.0555041,0.493652,0.367991
-0.709124,0.457783,0.264683,0.4096,-0.735271,0.348882
-0.679628,0.446975,0.21791,0.331041,-0.80947,0.393654
-0.674239,0.416027,0.17534,0.285853,-0.851493,0.422687
0.428636,-0.682471,-0.0259772,-0.0484384,-0.0775439,0.74984
-0.655237,0.1483,-0.0136787,0.0205869,-0.887185,0.545991
-0.767548,-0.158232,-0.0674209,0.259898,-0.713581,0.51568
-0.738052,-0.169038,-0.0606594,0.188151,-0.726453,0.550733
0.499839,0.651931,0.102575,-0.107252,1.18891,0.310875
-0.759321,-0.364062,-0.189077,0.378952,-0.566449,0.437379
0.0143808,0.743192,0.0305363,-0.0609628,0.146545,0.319206
-0.52676,0.36199,-0.0409752,-0.0853003,-0.913073,0.494233
-0.000358052,-0.758021,-0.0311837,-0.0299734,-0.375232,0.750053
0.105422,0.854692,0.420107,-0.0708418,0.437298,0.201325
-0.485629,-0.667149,-0.270704,0.186914,-0.505063,0.524619
-0.489322,0.464167,0.00968408,-0.0224803,-0.865878,0.456509
-0.330208,-0.608197,0.0181135,-0.048643,-0.531508,0.735991
-0.364133,-0.390412,0.165751,-0.249816,-0.670492,0.836299
-0.808107,0.233287,0.12553,0.452303,-0.738396,0.379898
-0.676508,-0.0467199,-0.0282817,0.0223426,-0.794111,0.588889
-0.622905,-0.0373868,-0.0252858,-0.0978516,-0.797347,0.610934
-0.109769,-0.919693,-0.690536,0.0815811,-0.104667,0.275451
-0.0807912,-0.932025,-0.732348,0.0629454,-0.0452373,0.243015
-0.10689,-0.949731,-0.817213,0.0918325,0.0785161,0.166618
-0.0523923,-0.942812,-0.771275,0.0425295,0.0142764,0.211693
0.554623,-0.613118,-0.0546465,-0.0777422,0.0572439,0.714284
-0.521651,0.649857,0.354649,0.273387,-0.639034,0.330621
-0.286532,0.880641,0.682951,0.217015,0.0622519,0.147183
-0.264335,0.905224,0.743191,0.213647,0.198689,0.113758
-0.177338,-0.693179,0.0185234,-0.0411124,-0.464514,0.759741
-0.743726,0.180724,0.0485167,0.248073,-0.859225,0.489016
0.0223761,0.856108,0.427451,-0.030924,0.269553,0.216816
0.938361,-0.0866827,-0.0644616,-0.726859,1.09011,0.20195
0.953766,-0.0624019,-0.0505102,-0.798858,1.20974,0.144612
-0.571567,-0.490795,-0.105886,0.0964204,-0.603241,0.614069
-0.80553,0.377208,0.266109,0.57023,-0.577428,0.27174
-0.13451,-0.62195,0.184517,-0.110149,-0.483726,0.850553
-0.536681,-0.53255,-0.112039,0.0883025,-0.586947,0.620527
-0.585183,-0.25402,-0.00123845,-0.0857971,-0.688082,0.662572
-0.631413,0.487256,0.215958,0.275352,-0.823445,0.40364
-0.526204,-0.275644,0.0387174,-0.165156,-0.680402,0.703159
-0.670833,-0.396479,-0.127113,0.188186,-0.630492,0.557749
-0.738337,0.149775,0.030525,0.217626,-0.859694,0.504714
0.916056,-0.168325,-0.118733,-0.660297,0.915175,0.263751
-0.473156,0.371324,-0.10659,-0.189116,-0.905028,0.509774
-0.548017,0.16697,-0.0742292,-0.227258,-0.911285,0.583601
0.101456,-0.708401,0.130212,-0.0359081,-0.327606,0.844261
-0.914531,-0.104109,-0.0826571,0.710796,-0.343154,0.224394
-0.920113,-0.0731939,-0.05919,0.723765,-0.334951,0.216002
-0.937862,-0.123206,-0.105954,0.800445,-0.180941,0.154809
-0.933591,-0.155018,-0.133141,0.797116,-0.171999,0.154561
-0.529263,0.218067,-0.0906202,-0.235953,-0.926994,0.570846
-0.310715,-0.87461,-0.669597,0.237065,-0.136882,0.256676
-0.340026,-0.863503,-0.66162,0.259677,-0.143009,0.25532
-0.335645,-0.893905,-0.769155,0.288594,0.0263974,0.162006
-0.456422,-0.359141,0.0833315,-0.185129,-0.648009,0.749257
-0.399979,-0.524689,0.0420876,-0.0799374,-0.569503,0.734786
-0.713944,-0.148897,-0.0473547,0.124009,-0.742788,0.575316
-0.46236,0.309434,-0.1504,-0.295059,-0.948101,0.573895
-0.837033,-0.393539,-0.307641,0.651144,-0.259396,0.226612
-0.190665,-0.775215,-0.194898,0.032616,-0.444341,0.633814
-0.617516,-0.0683339,-0.0212455,-0.105361,-0.78068,0.620859
-0.639355,0.374271,0.0965033,0.168188,-0.90785,0.468837
-0.698347,0.395886,0.178233,0.318287,-0.837848,0.414907
-0.606452,-0.449041,-0.104463,0.112209,-0.618735,0.603034
-0.662892,-0.283495,-0.057784,0.0781522,-0.685421,0.607643
-0.912353,0.0397574,0.0283879,0.695583,-0.413104,0.236232
-0.942892,0.0219191,0.0178165,0.801464,-0.227973,0.157743
-0.931198,-0.0113544,-0.0104873,0.758083,-0.298841,0.191159
-0.960694,-0.000547089,-0.000868861,0.863594,-0.0957579,0.109951
-0.901701,-0.0221614,-0.0186513,0.653437,-0.45628,0.268118
-0.569585,0.290761,-0.034425,-0.07069,-0.9229,0.514965
0.709987,-0.554853,-0.309851,-0.400144,0.289318,0.428919
-0.850934,0.162056,0.0977598,0.534878,-0.645545,0.337955
-0.498769,-0.749183,-0.503681,0.333013,-0.307006,0.332812
0.187331,0.710164,-0.101333,-0.0476398,0.569449,0.395144
-0.682181,0.303041,0.078645,0.193754,-0.903387,0.48137
-0.657998,0.641568,0.507967,0.517886,-0.355559,0.187988
-0.665533,0.670874,0.576896,0.570433,-0.182008,0.129045
-0.410759,-0.4628,0.079544,-0.132028,-0.594663,0.752596
-0.437415,-0.626866,-0.127715,0.0682598,-0.547109,0.635205
-0.508321,0.731895,0.517053,0.352138,-0.38867,0.231744
-0.513709,0.762843,0.597767,0.398048,-0.233785,0.175418
-0.488955,0.782211,0.616888,0.381157,-0.192655,0.167908
-0.519098,0.793792,0.682311,0.443976,-0.0414506,0.11427
-0.544049,0.773135,0.659745,0.461878,-0.0873388,0.122197
-0.776055,0.36641,0.224186,0.478968,-0.699527,0.335257
-0.89096,0.235012,0.185747,0.708203,-0.4014,0.206029
-0.43572,0.473502,-0.0585188,-0.106562,-0.83202,0.459773
-0.501796,-0.574305,-0.124765,0.0869275,-0.569775,0.621805
-0.845294,-0.187624,-0.117219,0.504862,-0.554654,0.366823
-0.568729,-0.665677,-0.393665,0.331815,-0.410216,0.393826
-0.233325,0.891499,0.67349,0.170297,0.105854,0.151918
-0.572421,0.465641,0.119214,0.135552,-0.880241,0.446642
-0.561815,0.72243,0.560376,0.431394,-0.30544,0.188555
-0.592877,0.733358,0.623865,0.502026,-0.144981,0.129807
-0.620874,0.716042,0.619036,0.534847,-0.130731,0.120511
-0.6178,0.250479,-0.00735843,0.00352579,-0.91896,0.520937
-0.590857,0.0957362,-0.045754,-0.157069,-0.869526,0.585948
-0.610956,0.682658,0.533583,0.47375,-0.339653,0.190501
-0.618083,0.569293,0.325043,0.346606,-0.699552,0.337659
-0.835097,-0.249465,-0.156986,0.509756,-0.520485,0.358712
-0.853851,-0.300168,-0.217899,0.612781,-0.378363,0.276836
-0.335598,-0.57725,0.0520224,-0.0760488,-0.540894,0.751887
-0.917489,0.0707501,0.0539685,0.720027,-0.381039,0.216758
-0.944512,0.0867875,0.0746462,0.818942,-0.202225,0.141201
-0.3459,-0.833947,-0.560998,0.230697,-0.26687,0.338119
-0.823823,-0.311382,-0.201971,0.523724,-0.474797,0.341487
-0.701061,0.570621,0.429261,0.524662,-0.470175,0.225537
-0.7302,0.580999,0.483156,0.605494,-0.3042,0.160799
-0.649564,-0.201458,-0.0314848,0.00517661,-0.718091,0.62225
-0.430332,0.442554,-0.106159,-0.165998,-0.851439,0.482125
-0.732336,-0.518792,-0.354479,0.496295,-0.366759,0.314606
-0.824587,-0.45591,-0.379901,0.685568,-0.14534,0.178204
-0.857548,-0.447739,-0.40734,0.77968,0.0350346,0.10051
0.273045,-0.742292,-0.0378424,-0.0437711,-0.206344,0.750915
-0.903767,-0.165919,-0.129483,0.69529,-0.338397,0.231666
-0.459997,0.772047,0.557434,0.32519,-0.298828,0.212476
-0.791931,0.459001,0.359425,0.619507,-0.44022,0.208673
-0.815961,0.438686,0.356804,0.66329,-0.3777,0.184009
-0.719333,-0.117949,-0.0423302,0.128633,-0.757059,0.570218
-0.706289,0.282901,0.0844814,0.231506,-0.888262,0.475298
-0.646726,-0.376338,-0.0897049,0.11814,-0.647189,0.596405
-0.831929,-0.10567,-0.06221,0.431001,-0.649992,0.417461
-0.2518,-0.896435,-0.694277,0.194323,-0.109063,0.24982
-0.255048,-0.722654,-0.114873,0.019276,-0.482149,0.675225
-0.702833,-0.529597,-0.329756,0.432052,-0.428137,0.363967
-0.411889,0.812458,0.608985,0.302537,-0.178466,0.185018
-0.442851,0.824314,0.675508,0.359362,-0.0583967,0.13758
-0.660341,-0.139563,-0.0300855,0.00330746,-0.747291,0.611423
0.147252,0.927248,0.701059,-0.115338,0.767728,0.0999039
-0.537829,0.742463,0.577661,0.41394,-0.274317,0.183264
0.0277211,0.825211,0.319085,-0.0391039,0.227889,0.244264
0.110811,0.823746,0.31023,-0.0693508,0.404272,0.228393
-0.193211,-0.919152,-0.7378,0.154626,-0.049401,0.223957
-0.362523,0.851481,0.666826,0.278985,-0.0355807,0.153362
-0.390741,0.866843,0.741477,0.331855,0.103844,0.103733
-0.557687,-0.727527,-0.534705,0.408365,-0.240383,0.276833
-0.553009,-0.763841,-0.630133,0.455622,-0.0872022,0.192951
-0.586453,-0.716099,-0.549372,0.448684,-0.197727,0.246862
-0.52903,-0.100755,0.0146573,-0.271656,-0.797908,0.699756
0.0237614,-0.737895,0.0329744,-0.0371399,-0.366453,0.787799
-0.0352564,-0.716272,0.064301,-0.0460716,-0.401139,0.799692
0.0694106,-0.841527,-0.319146,-0.0356697,-0.296975,0.566083
0.337427,-0.794853,-0.328865,-0.147766,-0.129417,0.542292
0.89392,0.310804,0.238163,-0.675545,1.59065,0.112347
0.923828,0.294611,0.256914,-0.802056,1.72457,0.0599685
0.064723,0.92613,0.67751,-0.0528869,0.585522,0.120655
-0.0593573,-0.736407,0.00186124,-0.0339856,-0.407376,0.764042
0.0262462,-0.912382,-0.6292,-0.0195482,-0.131249,0.333097
0.0558356,-0.922664,-0.679526,-0.0420327,-0.0674671,0.29199
-0.24172,-0.640619,0.0561592,-0.0646266,-0.498957,0.769698
0.415137,-0.765376,-0.332995,-0.188222,-0.0659964,0.526084
-0.599081,0.301568,0.00113435,0.00767538,-0.924375,0.506294
-0.013689,-0.840055,-0.317473,-0.00419991,-0.338399,0.565526
0.82413,-0.422681,-0.296045,-0.578919,0.553002,0.312839
0.336009,0.799202,0.355205,-0.166001,0.883795,0.17516
0.360111,0.819325,0.453224,-0.209256,0.968283,0.142202
0.389608,0.808518,0.450457,-0.226311,1.02426,0.137794
0.384366,0.839286,0.555603,-0.259624,1.08234,0.107441
0.354721,0.850269,0.560563,-0.239482,1.02884,0.111366
0.412725,0.828448,0.553344,-0.280283,1.13607,0.102951
0.418937,0.797672,0.451225,-0.24523,1.07939,0.132468
0.442387,0.817169,0.555034,-0.304409,1.19437,0.0970473
0.406613,0.858503,0.660988,-0.315138,1.22666,0.071775
0.259717,-0.824329,-0.35862,-0.120261,-0.175395,0.529174
0.0733656,0.721596,-0.0703833,-0.0665108,0.287152,0.36082
0.394993,0.777565,0.34951,-0.192168,0.996782,0.168163
0.176617,-0.822857,-0.280575,-0.0711737,-0.248576,0.591208
0.492478,-0.735963,-0.370942,-0.253505,0.0197322,0.476879
0.503494,-0.798466,-0.642445,-0.405346,0.247596,0.233285
-0.456132,-0.677956,-0.253026,0.159042,-0.507608,0.546135
-0.593408,-0.0481917,-0.0198202,-0.161045,-0.794902,0.629957
0.577201,0.681494,0.342458,-0.296196,1.31099,0.149595
0.541175,-0.695302,-0.324336,-0.258943,0.0564719,0.50036
-0.781163,0.0785454,0.0178345,0.29607,-0.80316,0.482546
0.641696,0.629193,0.327003,-0.336699,1.39996,0.150131
-0.67906,-0.190651,-0.0429465,0.061497,-0.725605,0.602485
0.483474,0.745122,0.371173,-0.250262,1.16446,0.14863
0.478091,0.776085,0.465392,-0.292465,1.19763,0.11787
0.619428,-0.666617,-0.417724,-0.390416,0.19835,0.383854
0.134918,0.843883,0.386637,-0.0826669,0.482256,0.204163
-0.644743,0.405219,0.132464,0.211716,-0.888792,0.450205
0.815853,0.420272,0.258029,-0.492018,1.53088,0.16339
0.0679833,0.752525,0.0496879,-0.061354,0.278762,0.306322
-0.553395,0.19792,-0.0720103,-0.193426,-0.91437,0.563613
0.70563,0.576578,0.331501,-0.405111,1.48649,0.13781
-0.650132,0.436167,0.172495,0.256229,-0.860562,0.4275
0.512917,0.734224,0.385504,-0.276766,1.22024,0.139231
0.666828,-0.625671,-0.404744,-0.433103,0.265084,0.366807
0.672362,-0.658083,-0.517143,-0.528647,0.376993,0.250327
-0.518503,0.156168,-0.0883969,-0.30224,-0.933709,0.621753
-0.037796,-0.860196,-0.406352,0.0117865,-0.312586,0.50129
-0.461522,-0.647008,-0.195234,0.124257,-0.533576,0.585362
0.855466,0.347553,0.226106,-0.543977,1.51915,0.16845
0.878947,0.368465,0.290983,-0.687758,1.66159,0.08746
-0.382148,0.482871,-0.134328,-0.182485,-0.793747,0.476664
-0.426632,-0.688767,-0.237172,0.134712,-0.508336,0.56502
-0.781448,0.39736,0.265947,0.524801,-0.630913,0.296662
-0.523065,-0.769329,-0.600661,0.407457,-0.161249,0.236259
-0.875041,0.141915,0.0946139,0.601858,-0.562749,0.295138
0.911237,0.181889,0.129115,-0.620714,1.39151,0.195899
0.930423,0.204119,0.165651,-0.741654,1.53041,0.114282
0.903876,-0.249234,-0.187611,-0.685913,0.836025,0.245705
-0.596528,0.4455,0.123455,0.158506,-0.888277,0.449596
0.903877,0.245452,0.179507,-0.644998,1.49085,0.154193
-0.592837,-0.685818,-0.481282,0.413809,-0.295798,0.304415
0.746362,0.503935,0.263513,-0.386964,1.48783,0.182684
0.782125,-0.4942,-0.345072,-0.5474,0.46644,0.319646
-0.775774,0.0475971,0.00354574,0.272721,-0.800506,0.496292
0.188524,0.853212,0.438532,-0.112796,0.617764,0.179066
-0.418907,0.845381,0.708347,0.348082,0.0209868,0.120278
0.916594,0.150936,0.108085,-0.625664,1.35277,0.205256
0.735082,-0.535503,-0.325755,-0.449815,0.343182,0.391745
0.929678,0.0894797,0.0685901,-0.665154,1.29365,0.200908
0.949692,0.112439,0.0952171,-0.783074,1.44566,0.117553
0.939652,0.0586777,0.0480659,-0.712079,1.29349,0.178674
0.969486,0.044488,0.0408986,-0.865738,1.46066,0.0822497
-0.0942419,-0.694652,0.0779021,-0.0560028,-0.433255,0.800511
0.862381,-0.320789,-0.210611,-0.570673,0.649062,0.335765
-0.387512,0.51379,-0.0770374,-0.121317,-0.76865,0.44856
0.805394,0.482426,0.342577,-0.567447,1.62115,0.100451
0.833904,0.470386,0.376079,-0.663515,1.71795,0.0673995
-0.531293,-0.563498,-0.145958,0.117529,-0.572855,0.599751
-0.601063,-0.479989,-0.128158,0.136331,-0.604982,0.588836
-0.719618,0.200864,0.0440595,0.202342,-0.880874,0.500668
0.330614,0.830129,0.459926,-0.193783,0.914794,0.145629
0.851995,-0.403897,-0.319013,-0.673855,0.672536,0.235127
-0.528741,-0.419566,-0.00764839,-0.0400862,-0.621263,0.681024
-0.799882,0.0274556,0.00061294,0.333797,-0.764809,0.468519
0.0748,-0.872475,-0.45485,-0.0436659,-0.238588,0.467893
-0.373032,-0.679428,-0.148664,0.0630905,-0.519296,0.635288
0.15251,-0.842999,-0.353525,-0.0717442,-0.242453,0.54016
0.424467,0.766766,0.352846,-0.208445,1.05286,0.163044
-0.920017,0.247306,0.217835,0.811466,-0.194551,0.125492
-0.464966,0.802376,0.641365,0.367472,-0.13674,0.156206
-0.472791,0.831931,0.730743,0.413538,0.0666606,0.0940506
0.264899,-0.854935,-0.503744,-0.159083,-0.102806,0.417778
-0.904258,0.152771,0.117534,0.704537,-0.414192,0.220863
0.342816,-0.825801,-0.474991,-0.200509,-0.0635167,0.428241
-0.367638,-0.710385,-0.211364,0.09547,-0.500962,0.595692
-0.520817,-0.306586,0.0390414,-0.1485,-0.664687,0.70473
-0.515408,-0.0176705,-0.0130547,-0.325703,-0.871172,0.705398
-0.123735,-0.683845,0.0791639,-0.0602154,-0.447074,0.797638
0.223406,0.811463,0.30556,-0.108838,0.644361,0.207901
0.164415,0.833079,0.356223,-0.0927491,0.533636,0.205936
0.420579,-0.796181,-0.476247,-0.254463,0.00342521,0.409946
-0.810853,0.408083,0.310165,0.616726,-0.48649,0.22915
-0.684448,-0.159704,-0.0399454,0.0613485,-0.740196,0.598125
0.665377,0.649533,0.430392,-0.441294,1.49673,0.0964111
0.687107,0.668703,0.532606,-0.547055,1.64168,0.0547643
-0.7009,0.251953,0.059633,0.194519,-0.895965,0.492641
-0.529595,0.53687,0.164609,0.145798,-0.824798,0.420304
-0.434863,-0.482935,0.0418157,-0.0893241,-0.587151,0.727417
0.1579,-0.873947,-0.496692,-0.0932037,-0.172044,0.43343
